"","Month_Yr","SUBURB","n"
"2438","2019-02","WILLIAMS LANDING",7
"2439","2019-02","WILLIAMSTOWN",10
"2440","2019-02","WILLIAMSTOWN NORTH",2
"2441","2019-02","WINDSOR",3
"2442","2019-02","WOLLERT",14
"2443","2019-02","WOORI YALLOCK",2
"2444","2019-02","WYNDHAM VALE",22
"2445","2019-02","YALLAMBIE",4
"2446","2019-02","YANNATHAN",1
"2447","2019-02","YARRA GLEN",2
"2448","2019-02","YARRA JUNCTION",4
"2449","2019-02","YARRAVILLE",12
"2450","2019-03","ABBOTSFORD",14
"2451","2019-03","ABERFELDIE",8
"2452","2019-03","AINTREE",4
"2453","2019-03","AIRPORT WEST",8
"2454","2019-03","ALBANVALE",4
"2455","2019-03","ALBERT PARK",13
"2456","2019-03","ALBION",5
"2457","2019-03","ALPHINGTON",8
"2458","2019-03","ALTONA",19
"2459","2019-03","ALTONA MEADOWS",17
"2460","2019-03","ALTONA NORTH",18
"2461","2019-03","ARMADALE",20
"2462","2019-03","ARTHURS SEAT",1
"2463","2019-03","ASCOT VALE",17
"2464","2019-03","ASHBURTON",8
"2465","2019-03","ASHWOOD",5
"2466","2019-03","ASPENDALE",9
"2467","2019-03","ASPENDALE GARDENS",2
"2468","2019-03","ATTWOOD",4
"2469","2019-03","AVONDALE HEIGHTS",10
"2470","2019-03","AVONSLEIGH",1
"2471","2019-03","BADGER CREEK",1
"2472","2019-03","BALACLAVA",7
"2473","2019-03","BALNARRING",2
"2474","2019-03","BALNARRING BEACH",2
"2475","2019-03","BALWYN",14
"2476","2019-03","BALWYN NORTH",30
"2477","2019-03","BAYSWATER",10
"2478","2019-03","BAYSWATER NORTH",18
"2479","2019-03","BEACONSFIELD",4
"2480","2019-03","BEACONSFIELD UPPER",2
"2481","2019-03","BEAUMARIS",19
"2482","2019-03","BELGRAVE",4
"2483","2019-03","BELGRAVE HEIGHTS",2
"2484","2019-03","BELGRAVE SOUTH",1
"2485","2019-03","BELLFIELD",1
"2486","2019-03","BENTLEIGH",30
"2487","2019-03","BENTLEIGH EAST",32
"2488","2019-03","BERWICK",57
"2489","2019-03","BITTERN",5
"2490","2019-03","BLACK ROCK",6
"2491","2019-03","BLACKBURN",20
"2492","2019-03","BLACKBURN NORTH",6
"2493","2019-03","BLACKBURN SOUTH",9
"2494","2019-03","BLAIRGOWRIE",7
"2495","2019-03","BLIND BIGHT",1
"2496","2019-03","BONBEACH",15
"2497","2019-03","BORONIA",21
"2498","2019-03","BOTANIC RIDGE",3
"2499","2019-03","BOX HILL",19
"2500","2019-03","BOX HILL NORTH",10
"2501","2019-03","BOX HILL SOUTH",12
"2502","2019-03","BRAYBROOK",11
"2503","2019-03","BRIAR HILL",5
"2504","2019-03","BRIGHTON",39
"2505","2019-03","BRIGHTON EAST",27
"2506","2019-03","BROADMEADOWS",11
"2507","2019-03","BROOKFIELD",10
"2508","2019-03","BROOKLYN",3
"2509","2019-03","BRUNSWICK",36
"2510","2019-03","BRUNSWICK EAST",11
"2511","2019-03","BRUNSWICK WEST",19
"2512","2019-03","BULLEEN",11
"2513","2019-03","BUNDOORA",16
"2514","2019-03","BUNYIP",2
"2515","2019-03","BURNSIDE",9
"2516","2019-03","BURNSIDE HEIGHTS",3
"2517","2019-03","BURWOOD",15
"2518","2019-03","BURWOOD EAST",12
"2519","2019-03","CAIRNLEA",6
"2520","2019-03","CAMBERWELL",37
"2521","2019-03","CAMPBELLFIELD",3
"2522","2019-03","CANNONS CREEK",1
"2523","2019-03","CANTERBURY",12
"2524","2019-03","CAPE SCHANCK",3
"2525","2019-03","CAPEL SOUND",6
"2526","2019-03","CARLTON",16
"2527","2019-03","CARLTON NORTH",12
"2528","2019-03","CARNEGIE",26
"2529","2019-03","CAROLINE SPRINGS",22
"2530","2019-03","CARRUM",7
"2531","2019-03","CARRUM DOWNS",24
"2532","2019-03","CAULFIELD",11
"2533","2019-03","CAULFIELD EAST",3
"2534","2019-03","CAULFIELD NORTH",11
"2535","2019-03","CAULFIELD SOUTH",17
"2536","2019-03","CHADSTONE",13
"2537","2019-03","CHELSEA",14
"2538","2019-03","CHELSEA HEIGHTS",1
"2539","2019-03","CHELTENHAM",40
"2540","2019-03","CHIRNSIDE PARK",16
"2541","2019-03","CHUM CREEK",1
"2542","2019-03","CLARINDA",7
"2543","2019-03","CLAYTON",13
"2544","2019-03","CLAYTON SOUTH",8
"2545","2019-03","CLEMATIS",1
"2546","2019-03","CLIFTON HILL",5
"2547","2019-03","CLYDE",6
"2548","2019-03","CLYDE NORTH",38
"2549","2019-03","COBBLEBANK",1
"2550","2019-03","COBURG",32
"2551","2019-03","COBURG NORTH",9
"2552","2019-03","COCKATOO",4
"2553","2019-03","COLDSTREAM",1
"2554","2019-03","COLLINGWOOD",10
"2555","2019-03","COOLAROO",2
"2556","2019-03","CRAIGIEBURN",77
"2557","2019-03","CRANBOURNE",28
"2558","2019-03","CRANBOURNE EAST",26
"2559","2019-03","CRANBOURNE NORTH",26
"2560","2019-03","CRANBOURNE WEST",27
"2561","2019-03","CRIB POINT",11
"2562","2019-03","CROYDON",53
"2563","2019-03","CROYDON HILLS",7
"2564","2019-03","CROYDON NORTH",7
"2565","2019-03","CROYDON SOUTH",10
"2566","2019-03","DALLAS",5
"2567","2019-03","DANDENONG",21
"2568","2019-03","DANDENONG NORTH",13
"2569","2019-03","DEEPDENE",3
"2570","2019-03","DEER PARK",14
"2571","2019-03","DELAHEY",10
"2572","2019-03","DERRIMUT",8
"2573","2019-03","DIAMOND CREEK",15
"2574","2019-03","DIGGERS REST",6
"2575","2019-03","DINGLEY VILLAGE",11
"2576","2019-03","DOCKLANDS",19
"2577","2019-03","DONCASTER",28
"2578","2019-03","DONCASTER EAST",33
"2579","2019-03","DONVALE",9
"2580","2019-03","DOREEN",43
"2581","2019-03","DOVETON",15
"2582","2019-03","DROMANA",11
"2583","2019-03","EAGLEMONT",4
"2584","2019-03","EAST MELBOURNE",4
"2585","2019-03","EAST WARBURTON",1
"2586","2019-03","EDITHVALE",9
"2587","2019-03","ELSTERNWICK",18
"2588","2019-03","ELTHAM",20
"2589","2019-03","ELTHAM NORTH",7
"2590","2019-03","ELWOOD",23
"2591","2019-03","EMERALD",8
"2592","2019-03","ENDEAVOUR HILLS",23
"2593","2019-03","EPPING",18
"2594","2019-03","ESSENDON",30
"2595","2019-03","ESSENDON NORTH",2
"2596","2019-03","ESSENDON WEST",2
"2597","2019-03","EUMEMMERRING",1
"2598","2019-03","EYNESBURY",4
"2599","2019-03","FAIRFIELD",3
"2600","2019-03","FAWKNER",12
"2601","2019-03","FERNTREE GULLY",21
"2602","2019-03","FERNY CREEK",1
"2603","2019-03","FITZROY",17
"2604","2019-03","FITZROY NORTH",17
"2605","2019-03","FLEMINGTON",6
"2606","2019-03","FLINDERS",4
"2607","2019-03","FOOTSCRAY",18
"2608","2019-03","FOREST HILL",15
"2609","2019-03","FRANKSTON",60
"2610","2019-03","FRANKSTON NORTH",6
"2611","2019-03","FRANKSTON SOUTH",25
"2612","2019-03","FRASER RISE",8
"2613","2019-03","GARDENVALE",2
"2614","2019-03","GARFIELD",1
"2615","2019-03","GEMBROOK",2
"2616","2019-03","GLADSTONE PARK",4
"2617","2019-03","GLEN HUNTLY",5
"2618","2019-03","GLEN IRIS",33
"2619","2019-03","GLEN WAVERLEY",33
"2620","2019-03","GLENROY",26
"2621","2019-03","GOWANBRAE",2
"2622","2019-03","GREENSBOROUGH",26
"2623","2019-03","GREENVALE",14
"2624","2019-03","HADFIELD",6
"2625","2019-03","HALLAM",8
"2626","2019-03","HAMPTON",25
"2627","2019-03","HAMPTON EAST",6
"2628","2019-03","HAMPTON PARK",25
"2629","2019-03","HARKNESS",13
"2630","2019-03","HASTINGS",15
"2631","2019-03","HAWTHORN",38
"2632","2019-03","HAWTHORN EAST",19
"2633","2019-03","HEALESVILLE",12
"2634","2019-03","HEATHERTON",5
"2635","2019-03","HEATHMONT",11
"2636","2019-03","HEIDELBERG",6
"2637","2019-03","HEIDELBERG HEIGHTS",11
"2638","2019-03","HEIDELBERG WEST",7
"2639","2019-03","HIGHETT",18
"2640","2019-03","HILLSIDE",21
"2641","2019-03","HOPPERS CROSSING",35
"2642","2019-03","HUGHESDALE",8
"2643","2019-03","HUNTINGDALE",3
"2644","2019-03","HURSTBRIDGE",5
"2645","2019-03","IVANHOE",15
"2646","2019-03","IVANHOE EAST",1
"2647","2019-03","JACANA",7
"2648","2019-03","KALKALLO",8
"2649","2019-03","KALLISTA",3
"2650","2019-03","KALORAMA",1
"2651","2019-03","KANGAROO GROUND",1
"2652","2019-03","KEALBA",2
"2653","2019-03","KEILOR",8
"2654","2019-03","KEILOR DOWNS",7
"2655","2019-03","KEILOR EAST",9
"2656","2019-03","KEILOR PARK",2
"2657","2019-03","KENSINGTON",23
"2658","2019-03","KEW",46
"2659","2019-03","KEW EAST",5
"2660","2019-03","KEYSBOROUGH",19
"2661","2019-03","KILSYTH",16
"2662","2019-03","KILSYTH SOUTH",1
"2663","2019-03","KINGS PARK",2
"2664","2019-03","KINGSBURY",6
"2665","2019-03","KINGSVILLE",3
"2666","2019-03","KNOXFIELD",6
"2667","2019-03","KOO WEE RUP",6
"2668","2019-03","KOOYONG",1
"2669","2019-03","KURUNJANG",15
"2670","2019-03","LALOR",18
"2671","2019-03","LANG LANG",3
"2672","2019-03","LANG LANG EAST",1
"2673","2019-03","LANGWARRIN",31
"2674","2019-03","LAUNCHING PLACE",7
"2675","2019-03","LAVERTON",7
"2676","2019-03","LILYDALE",22
"2677","2019-03","LOWER PLENTY",3
"2678","2019-03","LYNBROOK",3
"2679","2019-03","LYNDHURST",8
"2680","2019-03","LYSTERFIELD",3
"2681","2019-03","LYSTERFIELD SOUTH",1
"2682","2019-03","MACLEOD",13
"2683","2019-03","MAIDSTONE",11
"2684","2019-03","MALVERN",9
"2685","2019-03","MALVERN EAST",33
"2686","2019-03","MANOR LAKES",9
"2687","2019-03","MARIBYRNONG",13
"2688","2019-03","MCCRAE",3
"2689","2019-03","MCKINNON",10
"2690","2019-03","MEADOW HEIGHTS",9
"2691","2019-03","MELBOURNE",64
"2692","2019-03","MELTON",17
"2693","2019-03","MELTON SOUTH",17
"2694","2019-03","MELTON WEST",7
"2695","2019-03","MENTONE",17
"2696","2019-03","MENZIES CREEK",1
"2697","2019-03","MERNDA",20
"2698","2019-03","MICKLEHAM",15
"2699","2019-03","MIDDLE PARK",9
"2700","2019-03","MILL PARK",23
"2701","2019-03","MITCHAM",21
"2702","2019-03","MONBULK",6
"2703","2019-03","MONT ALBERT",9
"2704","2019-03","MONT ALBERT NORTH",11
"2705","2019-03","MONTMORENCY",8
"2706","2019-03","MONTROSE",11
"2707","2019-03","MOONEE PONDS",19
"2708","2019-03","MOORABBIN",8
"2709","2019-03","MOOROOLBARK",25
"2710","2019-03","MORDIALLOC",10
"2711","2019-03","MORNINGTON",44
"2712","2019-03","MOUNT DANDENONG",1
"2713","2019-03","MOUNT ELIZA",32
"2714","2019-03","MOUNT EVELYN",9
"2715","2019-03","MOUNT MARTHA",21
"2716","2019-03","MOUNT WAVERLEY",48
"2717","2019-03","MULGRAVE",18
"2718","2019-03","MURRUMBEENA",11
"2719","2019-03","NARRE WARREN",27
"2720","2019-03","NARRE WARREN EAST",1
"2721","2019-03","NARRE WARREN NORTH",3
"2722","2019-03","NARRE WARREN SOUTH",26
"2723","2019-03","NEWPORT",25
"2724","2019-03","NIDDRIE",3
"2725","2019-03","NOBLE PARK",35
"2726","2019-03","NOBLE PARK NORTH",8
"2727","2019-03","NORTH MELBOURNE",24
"2728","2019-03","NORTH WARRANDYTE",3
"2729","2019-03","NORTHCOTE",42
"2730","2019-03","NOTTING HILL",7
"2731","2019-03","NUNAWADING",10
"2732","2019-03","OAK PARK",10
"2733","2019-03","OAKLANDS JUNCTION",1
"2734","2019-03","OAKLEIGH",5
"2735","2019-03","OAKLEIGH EAST",10
"2736","2019-03","OAKLEIGH SOUTH",11
"2737","2019-03","OFFICER",18
"2738","2019-03","OLINDA",2
"2739","2019-03","ORMOND",14
"2740","2019-03","PAKENHAM",87
"2741","2019-03","PARK ORCHARDS",3
"2742","2019-03","PARKDALE",18
"2743","2019-03","PARKVILLE",2
"2744","2019-03","PASCOE VALE",19
"2745","2019-03","PASCOE VALE SOUTH",8
"2746","2019-03","PATTERSON LAKES",8
"2747","2019-03","PEARCEDALE",4
"2748","2019-03","POINT COOK",50
"2749","2019-03","PORT MELBOURNE",27
"2750","2019-03","PORTSEA",6
"2751","2019-03","POWELLTOWN",1
"2752","2019-03","PRAHRAN",31
"2753","2019-03","PRESTON",39
"2754","2019-03","RED HILL",3
"2755","2019-03","RESEARCH",1
"2756","2019-03","RESERVOIR",55
"2757","2019-03","RICHMOND",46
"2758","2019-03","RINGWOOD",24
"2759","2019-03","RINGWOOD EAST",18
"2760","2019-03","RINGWOOD NORTH",15
"2761","2019-03","RIPPONLEA",1
"2762","2019-03","ROSANNA",14
"2763","2019-03","ROSEBUD",20
"2764","2019-03","ROWVILLE",20
"2765","2019-03","ROXBURGH PARK",24
"2766","2019-03","RYE",24
"2767","2019-03","SAFETY BEACH",13
"2768","2019-03","SANDHURST",7
"2769","2019-03","SANDRINGHAM",13
"2770","2019-03","SCORESBY",6
"2771","2019-03","SEABROOK",3
"2772","2019-03","SEAFORD",23
"2773","2019-03","SEAHOLME",3
"2774","2019-03","SEDDON",7
"2775","2019-03","SELBY",1
"2776","2019-03","SEVILLE",3
"2777","2019-03","SHERBROOKE",1
"2778","2019-03","SILVAN",2
"2779","2019-03","SKYE",10
"2780","2019-03","SOMERVILLE",14
"2781","2019-03","SORRENTO",3
"2782","2019-03","SOUTH KINGSVILLE",5
"2783","2019-03","SOUTH MELBOURNE",27
"2784","2019-03","SOUTH MORANG",22
"2785","2019-03","SOUTH YARRA",39
"2786","2019-03","SOUTHBANK",20
"2787","2019-03","SPOTSWOOD",2
"2788","2019-03","SPRINGVALE",4
"2789","2019-03","SPRINGVALE SOUTH",7
"2790","2019-03","ST ALBANS",23
"2791","2019-03","ST ANDREWS",2
"2792","2019-03","ST ANDREWS BEACH",2
"2793","2019-03","ST HELENA",2
"2794","2019-03","ST KILDA",35
"2795","2019-03","ST KILDA EAST",31
"2796","2019-03","ST KILDA WEST",3
"2797","2019-03","STRATHMORE",10
"2798","2019-03","STRATHMORE HEIGHTS",3
"2799","2019-03","STRATHTULLOH",1
"2800","2019-03","SUNBURY",48
"2801","2019-03","SUNSHINE",19
"2802","2019-03","SUNSHINE NORTH",3
"2803","2019-03","SUNSHINE WEST",7
"2804","2019-03","SURREY HILLS",20
"2805","2019-03","SYDENHAM",10
"2806","2019-03","TARNEIT",46
"2807","2019-03","TAYLORS HILL",8
"2808","2019-03","TAYLORS LAKES",8
"2809","2019-03","TECOMA",3
"2810","2019-03","TEMPLESTOWE",16
"2811","2019-03","TEMPLESTOWE LOWER",13
"2812","2019-03","THE BASIN",2
"2813","2019-03","THOMASTOWN",22
"2814","2019-03","THORNBURY",21
"2815","2019-03","THORNHILL PARK",1
"2816","2019-03","TOORADIN",1
"2817","2019-03","TOORAK",29
"2818","2019-03","TOOTGAROOK",6
"2819","2019-03","TRUGANINA",30
"2820","2019-03","TULLAMARINE",8
"2821","2019-03","TYABB",3
"2822","2019-03","TYNONG",1
"2823","2019-03","UPPER FERNTREE GULLY",7
"2824","2019-03","UPWEY",10
"2825","2019-03","VERMONT",13
"2826","2019-03","VERMONT SOUTH",10
"2827","2019-03","VIEWBANK",5
"2828","2019-03","WANDIN NORTH",4
"2829","2019-03","WANTIRNA",17
"2830","2019-03","WANTIRNA SOUTH",21
"2831","2019-03","WARBURTON",1
"2832","2019-03","WARNEET",2
"2833","2019-03","WARRANDYTE",3
"2834","2019-03","WARRANWOOD",2
"2835","2019-03","WATERWAYS",1
"2836","2019-03","WATSONIA",3
"2837","2019-03","WATSONIA NORTH",4
"2838","2019-03","WEIR VIEWS",1
"2839","2019-03","WERRIBEE",49
"2840","2019-03","WERRIBEE SOUTH",2
"2841","2019-03","WESBURN",2
"2842","2019-03","WEST FOOTSCRAY",17
"2843","2019-03","WEST MELBOURNE",11
"2844","2019-03","WESTMEADOWS",6
"2845","2019-03","WHEELERS HILL",20
"2846","2019-03","WHITTLESEA",2
"2847","2019-03","WILLIAMS LANDING",9
"2848","2019-03","WILLIAMSTOWN",16
"2849","2019-03","WINDSOR",3
"2850","2019-03","WOLLERT",28
"2851","2019-03","WONGA PARK",8
"2852","2019-03","WOORI YALLOCK",3
"2853","2019-03","WYNDHAM VALE",16
"2854","2019-03","YALLAMBIE",6
"2855","2019-03","YAN YEAN",1
"2856","2019-03","YARRA GLEN",3
"2857","2019-03","YARRA JUNCTION",1
"2858","2019-03","YARRAVILLE",21
"2859","2019-03","YELLINGBO",1
"2860","2019-04","ABBOTSFORD",2
"2861","2019-04","ABERFELDIE",3
"2862","2019-04","AINTREE",5
"2863","2019-04","AIRPORT WEST",9
"2864","2019-04","ALBANVALE",3
"2865","2019-04","ALBERT PARK",7
"2866","2019-04","ALBION",12
"2867","2019-04","ALPHINGTON",3
"2868","2019-04","ALTONA",10
"2869","2019-04","ALTONA MEADOWS",10
"2870","2019-04","ALTONA NORTH",11
"2871","2019-04","ARDEER",6
"2872","2019-04","ARMADALE",10
"2873","2019-04","ARTHURS SEAT",1
"2874","2019-04","ASCOT VALE",19
"2875","2019-04","ASHBURTON",7
"2876","2019-04","ASHWOOD",5
"2877","2019-04","ASPENDALE",10
"2878","2019-04","ASPENDALE GARDENS",9
"2879","2019-04","ATTWOOD",2
"2880","2019-04","AVONDALE HEIGHTS",4
"2881","2019-04","BALACLAVA",3
"2882","2019-04","BALWYN",14
"2883","2019-04","BALWYN NORTH",18
"2884","2019-04","BAXTER",3
"2885","2019-04","BAYSWATER",18
"2886","2019-04","BAYSWATER NORTH",16
"2887","2019-04","BEACONSFIELD",3
"2888","2019-04","BEACONSFIELD UPPER",2
"2889","2019-04","BEAUMARIS",19
"2890","2019-04","BELGRAVE",3
"2891","2019-04","BELGRAVE HEIGHTS",1
"2892","2019-04","BELLFIELD",4
"2893","2019-04","BENTLEIGH",16
"2894","2019-04","BENTLEIGH EAST",38
"2895","2019-04","BERWICK",46
"2896","2019-04","BIG PATS CREEK",1
"2897","2019-04","BITTERN",2
"2898","2019-04","BLACK ROCK",4
"2899","2019-04","BLACKBURN",11
"2900","2019-04","BLACKBURN NORTH",10
"2901","2019-04","BLACKBURN SOUTH",13
"2902","2019-04","BLAIRGOWRIE",9
"2903","2019-04","BLIND BIGHT",3
"2904","2019-04","BONBEACH",11
"2905","2019-04","BORONIA",29
"2906","2019-04","BOTANIC RIDGE",6
"2907","2019-04","BOX HILL",9
"2908","2019-04","BOX HILL NORTH",7
"2909","2019-04","BOX HILL SOUTH",5
"2910","2019-04","BRAYBROOK",7
"2911","2019-04","BRIAR HILL",5
"2912","2019-04","BRIGHTON",17
"2913","2019-04","BRIGHTON EAST",11
"2914","2019-04","BROADMEADOWS",7
"2915","2019-04","BROOKFIELD",9
"2916","2019-04","BROOKLYN",3
"2917","2019-04","BRUNSWICK",28
"2918","2019-04","BRUNSWICK EAST",24
"2919","2019-04","BRUNSWICK WEST",17
"2920","2019-04","BULLEEN",5
"2921","2019-04","BUNDOORA",17
"2922","2019-04","BURNSIDE",1
"2923","2019-04","BURNSIDE HEIGHTS",1
"2924","2019-04","BURWOOD",16
"2925","2019-04","BURWOOD EAST",6
"2926","2019-04","CAIRNLEA",4
"2927","2019-04","CAMBERWELL",22
"2928","2019-04","CAMPBELLFIELD",1
"2929","2019-04","CANTERBURY",9
"2930","2019-04","CAPEL SOUND",8
"2931","2019-04","CARLTON",15
"2932","2019-04","CARLTON NORTH",10
"2933","2019-04","CARNEGIE",15
"2934","2019-04","CAROLINE SPRINGS",24
"2935","2019-04","CARRUM",9
"2936","2019-04","CARRUM DOWNS",29
"2937","2019-04","CAULFIELD",6
"2938","2019-04","CAULFIELD EAST",2
"2939","2019-04","CAULFIELD NORTH",17
"2940","2019-04","CAULFIELD SOUTH",18
"2941","2019-04","CHADSTONE",5
"2942","2019-04","CHELSEA",14
"2943","2019-04","CHELSEA HEIGHTS",3
"2944","2019-04","CHELTENHAM",25
"2945","2019-04","CHIRNSIDE PARK",11
"2946","2019-04","CHRISTMAS HILLS",1
"2947","2019-04","CHUM CREEK",1
"2948","2019-04","CLARINDA",3
"2949","2019-04","CLAYTON",11
"2950","2019-04","CLAYTON SOUTH",14
"2951","2019-04","CLIFTON HILL",7
"2952","2019-04","CLYDE",5
"2953","2019-04","CLYDE NORTH",27
"2954","2019-04","COBBLEBANK",2
"2955","2019-04","COBURG",17
"2956","2019-04","COBURG NORTH",4
"2957","2019-04","COCKATOO",5
"2958","2019-04","COLDSTREAM",1
"2959","2019-04","COLLINGWOOD",12
"2960","2019-04","COOLAROO",1
"2961","2019-04","CRAIGIEBURN",74
"2962","2019-04","CRANBOURNE",25
"2963","2019-04","CRANBOURNE EAST",22
"2964","2019-04","CRANBOURNE NORTH",22
"2965","2019-04","CRANBOURNE WEST",10
"2966","2019-04","CRIB POINT",5
"2967","2019-04","CROYDON",40
"2968","2019-04","CROYDON HILLS",7
"2969","2019-04","CROYDON NORTH",13
"2970","2019-04","CROYDON SOUTH",4
"2971","2019-04","DALLAS",3
"2972","2019-04","DANDENONG",29
"2973","2019-04","DANDENONG NORTH",12
"2974","2019-04","DEEPDENE",2
"2975","2019-04","DEER PARK",19
"2976","2019-04","DELAHEY",8
"2977","2019-04","DERRIMUT",3
"2978","2019-04","DIAMOND CREEK",12
"2979","2019-04","DIGGERS REST",3
"2980","2019-04","DINGLEY VILLAGE",7
"2981","2019-04","DOCKLANDS",23
"2982","2019-04","DON VALLEY",1
"2983","2019-04","DONCASTER",21
"2984","2019-04","DONCASTER EAST",23
"2985","2019-04","DONNYBROOK",1
"2986","2019-04","DONVALE",24
"2987","2019-04","DOREEN",30
"2988","2019-04","DOVETON",14
"2989","2019-04","DROMANA",9
"2990","2019-04","EAGLEMONT",4
"2991","2019-04","EAST MELBOURNE",6
"2992","2019-04","EDEN PARK",1
"2993","2019-04","EDITHVALE",7
"2994","2019-04","ELSTERNWICK",11
"2995","2019-04","ELTHAM",23
"2996","2019-04","ELTHAM NORTH",3
"2997","2019-04","ELWOOD",21
"2998","2019-04","EMERALD",9
"2999","2019-04","ENDEAVOUR HILLS",17
"3000","2019-04","EPPING",21
"3001","2019-04","ESSENDON",25
"3002","2019-04","ESSENDON NORTH",4
"3003","2019-04","ESSENDON WEST",3
"3004","2019-04","EUMEMMERRING",3
"3005","2019-04","EYNESBURY",4
"3006","2019-04","FAIRFIELD",4
"3007","2019-04","FAWKNER",16
"3008","2019-04","FERNTREE GULLY",27
"3009","2019-04","FERNY CREEK",5
"3010","2019-04","FINGAL",1
"3011","2019-04","FITZROY",11
"3012","2019-04","FITZROY NORTH",11
"3013","2019-04","FLEMINGTON",11
"3014","2019-04","FLINDERS",1
"3015","2019-04","FOOTSCRAY",18
"3016","2019-04","FOREST HILL",12
"3017","2019-04","FRANKSTON",51
"3018","2019-04","FRANKSTON NORTH",6
"3019","2019-04","FRANKSTON SOUTH",25
"3020","2019-04","FRASER RISE",15
"3021","2019-04","GARDENVALE",2
"3022","2019-04","GARFIELD",2
"3023","2019-04","GEMBROOK",2
"3024","2019-04","GLADSTONE PARK",5
"3025","2019-04","GLEN HUNTLY",2
"3026","2019-04","GLEN IRIS",28
"3027","2019-04","GLEN WAVERLEY",42
"3028","2019-04","GLENROY",31
"3029","2019-04","GOWANBRAE",2
"3030","2019-04","GREENSBOROUGH",29
"3031","2019-04","GREENVALE",15
"3032","2019-04","GRUYERE",2
"3033","2019-04","GUYS HILL",1
"3034","2019-04","HADFIELD",9
"3035","2019-04","HALLAM",10
"3036","2019-04","HAMPTON",17
"3037","2019-04","HAMPTON EAST",7
"3038","2019-04","HAMPTON PARK",20
"3039","2019-04","HARKNESS",15
"3040","2019-04","HASTINGS",14
"3041","2019-04","HAWTHORN",26
"3042","2019-04","HAWTHORN EAST",8
"3043","2019-04","HEALESVILLE",14
"3044","2019-04","HEATHERTON",2
"3045","2019-04","HEATHMONT",12
"3046","2019-04","HEIDELBERG",4
"3047","2019-04","HEIDELBERG HEIGHTS",7
"3048","2019-04","HEIDELBERG WEST",5
"3049","2019-04","HIGHETT",17
"3050","2019-04","HILLSIDE",13
"3051","2019-04","HOPPERS CROSSING",19
"3052","2019-04","HUGHESDALE",7
"3053","2019-04","HUNTINGDALE",2
"3054","2019-04","HURSTBRIDGE",3
"3055","2019-04","IVANHOE",16
"3056","2019-04","IVANHOE EAST",3
"3057","2019-04","JACANA",1
"3058","2019-04","KALKALLO",3
"3059","2019-04","KALORAMA",3
"3060","2019-04","KANGAROO GROUND",1
"3061","2019-04","KEALBA",1
"3062","2019-04","KEILOR",2
"3063","2019-04","KEILOR DOWNS",6
"3064","2019-04","KEILOR EAST",14
"3065","2019-04","KEILOR PARK",3
"3066","2019-04","KENSINGTON",17
"3067","2019-04","KEW",20
"3068","2019-04","KEW EAST",5
"3069","2019-04","KEYSBOROUGH",28
"3070","2019-04","KILSYTH",19
"3071","2019-04","KILSYTH SOUTH",2
"3072","2019-04","KINGS PARK",5
"3073","2019-04","KINGSBURY",6
"3074","2019-04","KINGSVILLE",7
"3075","2019-04","KNOXFIELD",8
"3076","2019-04","KOO WEE RUP",2
"3077","2019-04","KOOYONG",1
"3078","2019-04","KURUNJANG",8
"3079","2019-04","LALOR",12
"3080","2019-04","LANG LANG",3
"3081","2019-04","LANGWARRIN",34
"3082","2019-04","LAUNCHING PLACE",2
"3083","2019-04","LAVERTON",9
"3084","2019-04","LILYDALE",17
"3085","2019-04","LITTLE RIVER",1
"3086","2019-04","LOWER PLENTY",3
"3087","2019-04","LYNBROOK",4
"3088","2019-04","LYNDHURST",8
"3089","2019-04","LYSTERFIELD",2
"3090","2019-04","LYSTERFIELD SOUTH",1
"3091","2019-04","MACCLESFIELD",2
"3092","2019-04","MACLEOD",8
"3093","2019-04","MAIDSTONE",10
"3094","2019-04","MALVERN",11
"3095","2019-04","MALVERN EAST",36
"3096","2019-04","MANOR LAKES",8
"3097","2019-04","MARIBYRNONG",18
"3098","2019-04","MCCRAE",9
"3099","2019-04","MCKINNON",9
"3100","2019-04","MCMAHONS CREEK",2
"3101","2019-04","MEADOW HEIGHTS",11
"3102","2019-04","MELBOURNE",51
"3103","2019-04","MELTON",16
"3104","2019-04","MELTON SOUTH",15
"3105","2019-04","MELTON WEST",12
"3106","2019-04","MENTONE",7
"3107","2019-04","MERNDA",24
"3108","2019-04","MERRICKS",1
"3109","2019-04","MERRICKS NORTH",1
"3110","2019-04","MICKLEHAM",16
"3111","2019-04","MIDDLE PARK",3
"3112","2019-04","MILL PARK",24
"3113","2019-04","MILLGROVE",1
"3114","2019-04","MITCHAM",14
"3115","2019-04","MONBULK",2
"3116","2019-04","MONT ALBERT",5
